loan_id,customer_id,issue_date,loan_amount,term_months,interest_rate,loan_status
1520,C00520,2022-03-20,34629,48,9.19,Active
1521,C00521,2022-09-05,13436,12,8.6,Active
1522,C00522,2021-09-21,17984,36,17.34,Active
1523,C00523,2021-02-22,38039,48,19.53,Closed
1524,C00524,2022-07-26,24895,48,18.95,Active
1525,C00525,2022-09-12,23155,48,15.61,Active
1526,C00526,2021-01-05,15616,12,9.4,Charged_Off
1527,C00527,2021-04-13,42129,12,17.63,Active
1528,C00528,2021-07-15,44837,24,11.39,Active
1529,C00529,2023-02-13,29574,36,20.75,Closed
1530,C00530,2023-05-27,8430,24,19.74,Active
1531,C00531,2023-06-03,17676,36,17.93,Active
1532,C00532,2021-12-16,15816,12,21.28,Active
1533,C00533,2021-02-16,37733,48,8.44,Active
1534,C00534,2023-05-17,25144,24,18.31,Active
1535,C00535,2023-04-03,7050,48,12.62,Active
1536,C00536,2023-03-31,49460,24,20.68,Active
1537,C00537,2022-10-18,38933,12,11.73,Active
1538,C00538,2021-09-26,29951,12,18.15,Closed
1539,C00539,2022-01-05,37413,12,20.29,Active
1540,C00540,2022-09-28,39801,24,8.58,Active
1541,C00541,2021-04-16,37913,36,13.57,Closed
1542,C00542,2022-11-01,45600,24,18.67,Closed
1543,C00543,2022-10-21,30280,36,14.37,Active
1544,C00544,2022-10-19,29557,24,11.74,Charged_Off
1545,C00545,2021-04-30,40400,24,11.08,Active
1546,C00546,2023-04-11,9494,12,9.84,Active
1547,C00547,2023-02-26,20152,48,20.0,Closed
1548,C00548,2022-08-27,28895,48,16.05,Active
1549,C00549,2021-02-27,14155,36,9.07,Active
1550,C00550,2021-12-12,36883,48,13.36,Active
1551,C00551,2023-01-11,48194,24,13.15,Active
1552,C00552,2022-04-19,48001,24,10.54,Active
1553,C00553,2021-04-27,6828,12,14.1,Charged_Off
1554,C00554,2023-04-10,46898,12,12.65,Active
1555,C00555,2023-03-02,37123,48,12.79,Closed
1556,C00556,2021-05-07,42573,36,18.35,Closed
1557,C00557,2022-01-28,5806,48,11.13,Closed
1558,C00558,2022-10-03,45970,48,16.99,Closed
1559,C00559,2021-02-27,34757,48,15.99,Closed
1560,C00560,2022-09-26,39636,48,15.95,Active
1561,C00561,2022-05-28,19561,24,17.28,Active
1562,C00562,2023-01-21,29262,36,15.68,Active
1563,C00563,2023-03-13,19899,24,20.31,Closed
1564,C00564,2021-04-06,20934,36,17.46,Closed
1565,C00565,2022-09-30,43197,12,15.66,Active
1566,C00566,2021-04-28,46844,48,19.62,Active
1567,C00567,2022-07-14,41332,24,16.49,Active
1568,C00568,2022-08-24,39157,36,12.08,Closed
1569,C00569,2022-05-03,16593,12,10.9,Active
1570,C00570,2021-08-25,45042,12,10.13,Closed
1571,C00571,2023-06-04,22320,48,20.59,Charged_Off
1572,C00572,2023-06-16,32376,36,17.94,Active
1573,C00573,2021-09-29,48513,24,21.12,Active
1574,C00574,2021-07-08,19199,48,16.45,Active
1575,C00575,2022-12-05,20876,24,14.63,Active
1576,C00576,2022-03-23,13245,12,8.84,Active
1577,C00577,2022-08-04,12214,24,17.4,Active
1578,C00578,2023-03-01,5726,24,16.15,Closed
1579,C00579,2023-05-11,16362,48,21.86,Active
1580,C00580,2021-09-04,23297,24,11.35,Active
1581,C00581,2021-03-17,35448,48,15.43,Charged_Off
1582,C00582,2021-06-03,31172,12,17.11,Closed
1583,C00583,2022-10-18,47874,48,17.02,Active
1584,C00584,2022-03-11,12657,48,15.86,Closed
1585,C00585,2021-03-27,23850,36,18.88,Active
1586,C00586,2022-11-28,30425,24,10.87,Closed
1587,C00587,2021-10-12,31685,12,18.16,Closed
1588,C00588,2021-08-08,29578,48,16.68,Closed
1589,C00589,2021-03-10,33831,12,20.55,Active
1590,C00590,2021-02-16,12906,36,19.86,Closed
1591,C00591,2021-04-04,12287,24,12.41,Active
1592,C00592,2023-01-20,38660,48,11.87,Active
1593,C00593,2022-03-29,15222,24,21.74,Active
1594,C00594,2021-07-23,42443,36,15.38,Active
1595,C00595,2021-08-06,39701,36,20.69,Active
1596,C00596,2022-04-19,22764,12,10.29,Closed
1597,C00597,2022-03-08,49641,48,17.0,Charged_Off
1598,C00598,2021-12-07,22674,12,19.34,Active
1599,C00599,2022-07-05,23024,36,21.26,Active
1600,C00600,2022-09-04,28874,24,12.72,Active
1601,C00601,2021-10-16,48642,12,18.15,Active
1602,C00602,2021-09-11,37284,12,15.54,Active
1603,C00603,2023-01-04,22602,24,8.85,Charged_Off
1604,C00604,2021-12-23,42784,12,17.66,Active
1605,C00605,2021-01-23,28265,24,17.66,Active
1606,C00606,2023-02-01,30931,48,21.03,Active
1607,C00607,2022-06-06,33841,24,14.96,Closed
1608,C00608,2023-01-28,34192,48,11.22,Closed
1609,C00609,2023-04-17,47520,24,8.62,Charged_Off
1610,C00610,2021-04-10,20585,36,13.82,Closed
1611,C00611,2023-03-13,30559,36,12.23,Active
1612,C00612,2021-06-29,45059,48,18.66,Active
1613,C00613,2021-08-11,38742,48,12.96,Closed
1614,C00614,2023-02-01,9133,36,21.29,Active
1615,C00615,2022-10-21,19663,48,21.47,Closed
1616,C00616,2022-03-18,26754,24,16.69,Active
1617,C00617,2022-08-31,8972,24,21.0,Active
1618,C00618,2023-02-08,10295,36,18.65,Active
1619,C00619,2021-11-21,46873,12,15.66,Closed
1620,C00620,2022-05-31,34125,24,10.52,Closed
1621,C00621,2021-01-16,45996,48,14.42,Active
1622,C00622,2023-03-03,14903,12,15.85,Active
1623,C00623,2021-12-02,8020,12,20.1,Active
1624,C00624,2023-01-29,46755,24,14.74,Active
1625,C00625,2021-09-15,25420,24,20.57,Active
1626,C00626,2022-05-12,26452,12,17.44,Active
1627,C00627,2023-06-15,43001,12,9.92,Active
1628,C00628,2021-06-09,14516,36,21.93,Active
1629,C00629,2022-04-20,7396,48,15.38,Active
1630,C00630,2023-05-02,23546,36,13.49,Active
1631,C00631,2022-10-26,24129,24,17.23,Active
1632,C00632,2022-11-21,6591,36,9.52,Active
1633,C00633,2022-11-06,16303,36,16.91,Active
1634,C00634,2022-01-15,35561,36,14.98,Closed
1635,C00635,2022-06-29,11183,36,13.69,Active
1636,C00636,2022-11-22,31572,48,21.34,Active
1637,C00637,2022-03-03,39080,48,15.32,Active
1638,C00638,2022-09-05,25695,12,11.07,Closed
1639,C00639,2021-09-25,12314,24,14.43,Closed
1640,C00640,2023-04-15,24623,36,20.87,Closed
1641,C00641,2022-07-31,7139,12,10.47,Closed
1642,C00642,2022-02-21,36290,12,11.0,Active
1643,C00643,2021-06-17,23088,12,8.18,Closed
1644,C00644,2023-04-22,44692,48,8.2,Closed
1645,C00645,2021-02-12,38130,36,19.61,Active
1646,C00646,2022-07-10,37088,36,18.25,Active
1647,C00647,2021-10-12,31292,24,12.97,Active
1648,C00648,2022-02-01,25670,36,17.78,Charged_Off
1649,C00649,2021-01-12,8738,36,13.53,Active
1650,C00650,2022-08-30,7469,12,21.34,Closed
1651,C00651,2021-10-29,27534,24,21.54,Active
1652,C00652,2023-06-17,14017,36,13.5,Active
1653,C00653,2021-09-10,7808,48,19.96,Active
1654,C00654,2022-05-14,17713,36,18.82,Active
1655,C00655,2023-01-24,45329,12,12.34,Closed
1656,C00656,2021-02-04,7719,48,11.25,Closed
1657,C00657,2022-12-28,27890,12,14.42,Active
1658,C00658,2023-04-29,16700,36,18.94,Closed
1659,C00659,2021-03-31,41509,48,21.44,Active
1660,C00660,2023-02-15,47534,24,18.69,Charged_Off
1661,C00661,2022-08-28,41766,24,19.97,Active
1662,C00662,2022-08-25,31705,48,16.44,Active
1663,C00663,2022-02-22,23787,48,19.7,Active
1664,C00664,2021-04-25,31588,12,18.98,Active
1665,C00665,2022-09-09,31123,48,13.28,Active
1666,C00666,2021-07-15,38062,12,15.73,Closed
1667,C00667,2023-04-06,15177,36,19.27,Closed
1668,C00668,2022-05-16,26727,12,8.64,Closed
1669,C00669,2022-09-18,35220,48,19.31,Active
1670,C00670,2022-05-08,14882,48,10.49,Active
1671,C00671,2021-03-16,6136,36,15.21,Active
1672,C00672,2022-02-17,39832,48,19.32,Active
1673,C00673,2022-01-11,36966,48,11.55,Closed
1674,C00674,2022-02-24,12009,24,11.44,Active
1675,C00675,2022-12-30,17987,24,13.64,Active
1676,C00676,2021-10-04,42311,36,20.52,Active
1677,C00677,2023-01-31,36575,12,8.01,Charged_Off
1678,C00678,2022-11-07,6007,24,20.62,Active
1679,C00679,2022-01-29,10445,12,10.15,Active
1680,C00680,2023-05-19,15706,48,21.86,Active
1681,C00681,2022-04-02,49486,24,21.37,Active
1682,C00682,2021-07-11,34257,36,14.93,Active
1683,C00683,2023-01-09,26736,36,15.18,Active
1684,C00684,2022-11-20,47207,36,14.74,Closed
1685,C00685,2021-04-09,18281,24,16.9,Active
1686,C00686,2022-07-02,6435,12,9.27,Closed
1687,C00687,2021-04-06,38339,48,8.46,Charged_Off
1688,C00688,2022-10-26,40150,12,8.81,Closed
1689,C00689,2022-10-25,30821,12,14.22,Active
1690,C00690,2021-07-09,31660,48,11.86,Active
1691,C00691,2023-01-06,10084,48,16.71,Closed
1692,C00692,2021-02-06,21661,24,21.89,Closed
1693,C00693,2023-02-19,18507,24,13.41,Active
1694,C00694,2022-01-04,12059,24,16.03,Closed
1695,C00695,2022-11-26,23271,24,13.82,Active
1696,C00696,2022-06-09,12491,24,19.86,Active
1697,C00697,2021-10-06,19859,48,20.63,Active
1698,C00698,2021-08-05,13073,12,20.28,Active
1699,C00699,2023-05-17,14077,24,21.64,Active
1700,C00700,2023-05-23,25953,24,8.39,Closed
1701,C00701,2023-03-09,16383,12,19.76,Active
1702,C00702,2021-09-30,7353,24,18.52,Active
1703,C00703,2023-05-31,28821,12,11.2,Active
1704,C00704,2021-03-03,42567,12,21.39,Active
1705,C00705,2022-08-19,29860,48,10.07,Active
1706,C00706,2023-05-30,26195,36,17.51,Closed
1707,C00707,2022-12-30,16939,48,11.15,Closed
1708,C00708,2021-12-08,30338,36,14.04,Closed
1709,C00709,2022-02-01,26730,36,18.07,Closed
1710,C00710,2022-11-30,26427,36,15.89,Active
1711,C00711,2021-01-19,40196,24,13.99,Active
1712,C00712,2021-06-26,32083,48,12.57,Active
1713,C00713,2022-09-04,26510,36,19.76,Active
1714,C00714,2022-01-31,49064,12,10.01,Charged_Off
1715,C00715,2022-03-21,12813,24,14.02,Active
1716,C00716,2021-08-21,36598,48,20.65,Active
1717,C00717,2021-03-17,32570,36,19.84,Closed
1718,C00718,2021-09-22,32082,12,13.61,Charged_Off
1719,C00719,2022-03-31,34241,48,18.68,Closed
1720,C00720,2023-03-07,35678,48,19.52,Active
1721,C00721,2022-12-19,49569,24,20.44,Active
1722,C00722,2023-01-05,16745,48,15.62,Active
1723,C00723,2022-01-19,31029,24,10.86,Active
1724,C00724,2022-07-18,18025,36,11.57,Active
1725,C00725,2023-05-01,41124,24,12.14,Active
1726,C00726,2022-05-21,19288,12,16.31,Charged_Off
1727,C00727,2022-01-02,28650,24,8.46,Active
1728,C00728,2021-05-24,11540,12,16.9,Closed
1729,C00729,2023-06-04,37232,24,13.1,Closed
1730,C00730,2021-03-10,21422,48,12.13,Active
1731,C00731,2021-04-09,8342,36,20.31,Closed
1732,C00732,2022-01-31,46846,12,14.44,Active
1733,C00733,2021-01-25,40612,24,9.33,Active
1734,C00734,2023-06-10,15396,24,19.57,Closed
1735,C00735,2022-04-14,22482,24,8.67,Active
1736,C00736,2022-04-29,28411,48,18.17,Charged_Off
1737,C00737,2022-07-19,18261,48,18.83,Active
1738,C00738,2021-05-31,8093,12,12.94,Closed
1739,C00739,2021-05-24,16722,12,19.55,Active
1740,C00740,2022-07-23,27042,48,15.22,Active
1741,C00741,2021-02-08,49413,12,14.49,Active
1742,C00742,2021-04-19,33087,36,8.64,Closed
1743,C00743,2022-11-24,37347,36,12.06,Closed
1744,C00744,2021-02-11,38756,48,21.03,Closed
1745,C00745,2021-07-05,44214,12,13.49,Active
1746,C00746,2022-02-02,21335,24,15.65,Closed
1747,C00747,2021-08-11,33602,36,15.45,Closed
1748,C00748,2022-09-26,39450,48,16.27,Closed
1749,C00749,2021-05-13,37196,12,8.86,Active
1750,C00750,2021-06-12,10626,48,13.07,Closed
1751,C00751,2021-08-03,12424,24,18.12,Closed
1752,C00752,2023-01-03,17857,36,10.81,Active
1753,C00753,2021-08-23,49923,48,10.85,Closed
1754,C00754,2023-04-23,24982,48,8.14,Closed
1755,C00755,2022-10-20,16425,48,14.12,Active
1756,C00756,2023-01-21,6980,24,20.36,Active
1757,C00757,2022-08-11,31431,48,8.73,Active
1758,C00758,2021-01-09,24440,24,10.68,Active
1759,C00759,2021-03-15,46752,24,12.34,Closed
1760,C00760,2022-05-07,22175,24,18.24,Active
1761,C00761,2021-09-10,31385,36,16.97,Closed
1762,C00762,2021-08-18,43158,36,13.82,Closed
1763,C00763,2022-06-03,28019,48,18.63,Active
1764,C00764,2021-06-23,23639,48,16.53,Closed
1765,C00765,2022-10-15,24994,36,20.54,Charged_Off
1766,C00766,2021-06-17,39375,12,19.45,Closed
1767,C00767,2021-06-19,26563,36,11.54,Closed
1768,C00768,2022-01-28,44341,24,11.8,Charged_Off
1769,C00769,2023-03-06,10776,36,9.75,Closed
1770,C00770,2022-09-26,41444,24,12.72,Active
1771,C00771,2021-07-13,8380,48,21.99,Closed
1772,C00772,2022-06-01,13711,12,13.68,Closed
1773,C00773,2021-01-29,13782,48,11.09,Closed
1774,C00774,2021-06-14,22434,24,18.67,Active
1775,C00775,2022-02-26,25017,24,15.59,Closed
1776,C00776,2021-12-05,35707,24,10.09,Active
1777,C00777,2022-10-10,44110,12,13.33,Charged_Off
1778,C00778,2022-05-11,22343,36,13.8,Active
1779,C00779,2021-12-31,43827,48,18.55,Active
1780,C00780,2023-04-13,46652,48,8.29,Active
1781,C00781,2021-12-08,10655,36,11.77,Active
1782,C00782,2022-05-15,49859,48,15.25,Closed
1783,C00783,2022-10-19,20251,12,11.76,Charged_Off
1784,C00784,2022-05-26,5526,48,16.8,Closed
1785,C00785,2021-11-23,8224,24,14.75,Active
1786,C00786,2021-08-05,16536,36,13.06,Active
1787,C00787,2021-10-28,33541,12,21.29,Closed
1788,C00788,2021-05-12,18547,36,16.85,Charged_Off
1789,C00789,2023-03-15,39531,12,9.82,Active
1790,C00790,2021-03-11,13712,24,15.84,Active
1791,C00791,2021-09-09,43565,36,18.93,Active
1792,C00792,2022-02-19,14208,48,17.92,Closed
1793,C00793,2023-02-26,10109,12,10.41,Closed
1794,C00794,2022-03-21,40201,36,21.61,Active
1795,C00795,2023-05-26,21967,48,14.28,Active
1796,C00796,2021-07-01,34759,36,10.23,Closed
1797,C00797,2021-06-16,25172,36,10.52,Active
1798,C00798,2021-04-01,41935,36,9.38,Active
1799,C00799,2022-12-15,31589,12,19.25,Closed
1800,C00800,2023-05-08,35015,48,9.71,Active
1801,C00801,2022-06-15,34009,24,9.75,Active
1802,C00802,2021-02-08,22773,12,19.91,Closed
1803,C00803,2021-05-06,46125,12,12.82,Closed
1804,C00804,2022-03-27,31143,12,8.43,Closed
1805,C00805,2021-06-22,11154,24,8.73,Closed
1806,C00806,2022-10-15,26804,48,9.99,Closed
1807,C00807,2023-01-24,46688,48,10.99,Closed
1808,C00808,2021-08-08,25581,48,17.31,Active
1809,C00809,2022-09-30,35087,36,10.2,Closed
1810,C00810,2021-02-27,37981,36,9.66,Charged_Off
1811,C00811,2022-10-22,8762,36,18.71,Active
1812,C00812,2022-04-21,14768,24,17.39,Active
1813,C00813,2022-04-01,48408,36,14.09,Active
1814,C00814,2023-04-09,44499,24,15.69,Active
1815,C00815,2023-06-14,43559,48,12.37,Active
1816,C00816,2021-12-27,13783,36,14.76,Closed
1817,C00817,2021-01-01,34781,36,15.09,Charged_Off
1818,C00818,2022-01-22,35811,12,13.42,Active
1819,C00819,2021-12-14,40488,24,20.69,Active
1820,C00820,2021-07-09,13905,48,8.22,Active
1821,C00821,2022-05-20,14127,12,18.95,Closed
1822,C00822,2021-07-10,27431,12,9.74,Active
1823,C00823,2022-05-23,11368,48,19.17,Active
1824,C00824,2022-01-04,32424,12,16.62,Active
1825,C00825,2022-02-13,23333,24,19.81,Active
1826,C00826,2023-04-04,28116,24,9.37,Active
1827,C00827,2021-04-27,48201,36,15.83,Closed
1828,C00828,2021-05-14,20525,12,15.02,Closed
1829,C00829,2021-02-27,28398,36,17.89,Closed
1830,C00830,2022-07-10,37857,12,15.48,Active
1831,C00831,2022-11-16,15361,24,15.57,Closed
1832,C00832,2022-11-03,21369,24,14.01,Closed
1833,C00833,2021-06-22,8041,24,12.32,Active
1834,C00834,2023-04-09,5105,12,14.75,Closed
1835,C00835,2023-03-26,14078,24,9.66,Active
1836,C00836,2021-05-29,30003,12,21.46,Closed
1837,C00837,2021-03-21,11090,36,18.0,Active
1838,C00838,2023-06-05,43850,12,21.33,Charged_Off
1839,C00839,2021-08-01,6925,36,11.17,Active
1840,C00840,2021-07-22,23440,12,20.31,Closed
1841,C00841,2023-02-03,44685,36,19.32,Closed
1842,C00842,2021-08-17,31015,24,17.48,Closed
1843,C00843,2022-11-07,38320,36,16.75,Active
1844,C00844,2021-08-15,30291,24,12.43,Active
1845,C00845,2022-10-21,41679,24,19.43,Closed
1846,C00846,2022-06-16,31289,36,15.02,Active
1847,C00847,2022-03-17,8389,12,8.99,Active
1848,C00848,2022-02-06,30683,12,12.38,Closed
1849,C00849,2021-02-16,18629,48,21.09,Active
1850,C00850,2021-08-21,29826,12,19.91,Active
1851,C00851,2021-11-01,40198,48,21.75,Active
1852,C00852,2022-06-10,31630,12,16.79,Active
1853,C00853,2021-05-23,38226,12,11.47,Closed
1854,C00854,2022-02-19,37975,24,10.28,Closed
1855,C00855,2022-05-28,5899,48,10.62,Closed
1856,C00856,2022-01-08,16653,12,8.28,Charged_Off
1857,C00857,2022-07-20,32961,48,13.47,Active
1858,C00858,2023-06-05,21405,24,10.68,Active
1859,C00859,2021-09-16,13601,24,13.76,Active
1860,C00860,2022-10-18,38662,48,21.09,Active
1861,C00861,2022-04-16,38282,24,14.03,Charged_Off
1862,C00862,2021-01-12,26288,36,20.29,Active
1863,C00863,2021-11-26,34545,36,16.48,Active
1864,C00864,2023-01-06,41877,24,11.46,Active
1865,C00865,2023-02-23,20313,36,12.98,Closed
1866,C00866,2021-12-24,20349,12,9.17,Closed
1867,C00867,2022-02-12,12179,48,12.67,Active
1868,C00868,2022-10-30,15326,12,17.49,Charged_Off
1869,C00869,2022-01-08,49555,48,9.01,Active
1870,C00870,2021-01-08,6560,24,10.88,Active
1871,C00871,2021-05-02,18612,12,13.34,Closed
1872,C00872,2021-12-14,22650,24,21.75,Active
1873,C00873,2022-11-07,31745,24,18.99,Charged_Off
1874,C00874,2021-03-31,36890,48,18.27,Charged_Off
1875,C00875,2022-10-10,25022,48,9.63,Closed
1876,C00876,2022-11-29,9780,48,18.93,Closed
1877,C00877,2021-11-12,23311,12,18.99,Active
1878,C00878,2021-06-27,33380,36,16.42,Charged_Off
1879,C00879,2022-06-24,49662,48,21.87,Active
1880,C00880,2023-01-02,7356,48,12.55,Closed
1881,C00881,2023-05-19,9790,12,21.18,Charged_Off
1882,C00882,2021-02-10,31911,48,20.81,Charged_Off
1883,C00883,2023-01-10,29363,12,8.16,Closed
1884,C00884,2022-12-05,25049,24,14.3,Active
1885,C00885,2022-05-17,15181,48,21.68,Charged_Off
1886,C00886,2021-05-25,44825,48,9.44,Closed
1887,C00887,2021-07-20,21082,24,15.67,Charged_Off
1888,C00888,2022-12-25,5661,24,21.71,Closed
1889,C00889,2022-04-06,42412,24,15.78,Active
1890,C00890,2023-01-02,7920,48,10.66,Active
1891,C00891,2023-01-22,30658,36,16.15,Closed
1892,C00892,2022-07-12,19025,36,10.86,Closed
1893,C00893,2022-07-01,13946,36,15.28,Active
1894,C00894,2021-09-10,33706,48,9.04,Closed
1895,C00895,2022-01-25,44004,24,16.48,Active
1896,C00896,2022-08-17,21309,48,15.24,Closed
1897,C00897,2023-06-02,38120,24,18.36,Active
1898,C00898,2021-09-13,35027,48,16.83,Active
1899,C00899,2022-12-10,12005,48,15.69,Active
1900,C00900,2023-03-26,5956,24,17.66,Active
1901,C00901,2022-03-26,39839,36,10.02,Active
1902,C00902,2021-01-10,13595,24,16.34,Active
1903,C00903,2023-04-04,17803,12,10.41,Active
1904,C00904,2023-03-09,30963,12,20.96,Charged_Off
1905,C00905,2021-08-30,41221,24,8.96,Closed
1906,C00906,2021-09-08,44443,48,14.03,Active
1907,C00907,2023-05-27,38723,12,17.74,Charged_Off
1908,C00908,2021-01-05,44063,12,14.41,Active
1909,C00909,2021-04-29,20282,48,9.29,Closed
1910,C00910,2023-03-12,9703,48,15.75,Closed
1911,C00911,2022-01-09,11563,36,16.98,Active
1912,C00912,2021-03-06,30849,48,17.85,Active
1913,C00913,2021-05-26,36860,24,13.23,Active
1914,C00914,2021-08-12,36585,24,15.89,Active
1915,C00915,2021-08-27,27015,36,14.31,Closed
1916,C00916,2021-06-26,17003,12,17.41,Active
1917,C00917,2023-02-18,48585,12,16.17,Active
1918,C00918,2023-05-03,31958,48,15.36,Active
1919,C00919,2021-10-09,31017,24,11.49,Active
1920,C00920,2021-03-04,16171,12,8.03,Active
1921,C00921,2021-08-05,17201,36,10.44,Active
1922,C00922,2023-05-04,34426,36,9.64,Closed
1923,C00923,2023-04-07,22778,24,14.29,Active
1924,C00924,2023-03-06,47229,36,16.57,Active
1925,C00925,2022-11-20,26116,36,10.98,Closed
1926,C00926,2022-04-06,38297,24,21.15,Active
1927,C00927,2022-09-02,24342,48,8.09,Closed
1928,C00928,2021-04-15,32490,48,18.81,Closed
1929,C00929,2021-04-09,24975,36,16.75,Active
1930,C00930,2022-05-26,31723,48,13.23,Active
1931,C00931,2022-01-20,28279,48,8.71,Active
1932,C00932,2022-02-09,17765,36,16.78,Active
1933,C00933,2023-04-03,16561,48,13.4,Active
1934,C00934,2022-06-02,46899,36,21.11,Active
1935,C00935,2022-04-21,5525,12,15.59,Active
1936,C00936,2022-12-10,27861,24,21.16,Active
1937,C00937,2023-05-13,38142,24,11.09,Closed
1938,C00938,2022-10-07,31916,48,18.16,Closed
1939,C00939,2023-05-20,49965,48,16.64,Active
1940,C00940,2023-02-10,9648,48,18.35,Active
1941,C00941,2022-03-13,40133,24,11.01,Closed
1942,C00942,2021-01-23,35523,12,17.31,Closed
1943,C00943,2022-07-19,34052,12,14.97,Closed
1944,C00944,2022-11-08,39414,24,18.4,Active
1945,C00945,2022-12-15,37781,12,12.58,Closed
1946,C00946,2022-04-03,9599,24,20.46,Active
1947,C00947,2021-03-24,40046,12,9.18,Active
1948,C00948,2021-05-25,40923,36,19.3,Active
1949,C00949,2021-03-26,46089,36,20.06,Active
1950,C00950,2021-03-19,8814,24,19.44,Active
1951,C00951,2022-04-02,40984,12,15.18,Active
1952,C00952,2023-05-28,31616,48,14.14,Closed
1953,C00953,2021-01-01,7113,12,21.95,Charged_Off
1954,C00954,2021-02-20,48006,36,11.21,Active
1955,C00955,2022-11-16,18760,36,15.66,Active
1956,C00956,2022-12-18,26927,12,17.39,Active
1957,C00957,2023-02-11,25939,12,17.81,Closed
1958,C00958,2022-03-22,37419,48,10.86,Active
1959,C00959,2022-03-25,17588,48,17.16,Charged_Off
1960,C00960,2023-05-31,41142,12,19.46,Active
1961,C00961,2022-05-03,44198,12,8.7,Active
1962,C00962,2023-03-11,49738,12,20.76,Closed
1963,C00963,2021-02-03,38397,12,8.41,Closed
1964,C00964,2021-12-14,21653,24,12.98,Active
1965,C00965,2021-04-05,15831,12,8.22,Active
1966,C00966,2021-03-13,10724,48,9.08,Charged_Off
1967,C00967,2022-07-05,16083,36,20.76,Active
1968,C00968,2021-06-03,24816,24,12.97,Closed
1969,C00969,2021-09-07,47240,12,13.95,Active
1970,C00970,2022-11-05,11276,36,11.01,Closed
1971,C00971,2022-03-14,43663,24,16.36,Closed
1972,C00972,2021-04-28,18994,36,16.33,Active
1973,C00973,2023-02-10,28499,12,13.21,Closed
1974,C00974,2023-06-10,28040,12,12.66,Active
1975,C00975,2021-11-02,48320,48,20.39,Active
1976,C00976,2021-09-25,21959,12,13.37,Closed
1977,C00977,2021-02-23,11099,12,14.91,Active
1978,C00978,2021-08-24,47267,24,11.97,Closed
1979,C00979,2022-01-24,24576,48,19.01,Active
1980,C00980,2023-01-04,40946,24,13.56,Active
1981,C00981,2023-02-02,11116,36,15.19,Active
1982,C00982,2023-04-05,20563,12,11.55,Active
1983,C00983,2022-02-05,31788,36,21.83,Active
1984,C00984,2022-09-16,31928,24,12.08,Closed
1985,C00985,2023-02-06,41336,12,18.79,Charged_Off
1986,C00986,2021-10-30,14847,12,13.98,Closed
1987,C00987,2021-07-26,31155,24,10.89,Active
1988,C00988,2021-08-17,19135,24,19.2,Active
1989,C00989,2023-05-03,22774,24,12.67,Active
1990,C00990,2022-08-01,6742,24,20.11,Active
1991,C00991,2021-03-16,23309,24,20.81,Active
1992,C00992,2022-03-11,5619,12,20.04,Active
1993,C00993,2021-04-13,22658,24,8.49,Active
1994,C00994,2022-02-26,39707,12,19.02,Charged_Off
1995,C00995,2022-12-05,25337,12,13.76,Active
1996,C00996,2023-02-03,21001,24,20.23,Active
1997,C00997,2023-01-08,5968,24,16.93,Active
1998,C00998,2023-03-17,30892,48,19.67,Active
1999,C00999,2021-11-02,30619,12,14.99,Closed
2000,C01000,2021-04-08,5281,24,15.49,Active
2001,C01001,2023-04-30,32420,24,10.02,Active
2002,C01002,2023-03-09,20360,24,18.98,Active
2003,C01003,2021-12-01,44030,48,13.87,Active
2004,C01004,2023-05-09,6058,48,15.0,Active
2005,C01005,2022-03-11,25677,36,18.99,Closed
2006,C01006,2022-03-23,15724,12,16.38,Closed
2007,C01007,2021-11-04,33404,36,10.82,Closed
2008,C01008,2021-09-06,42946,24,16.26,Active
2009,C01009,2021-06-15,44748,48,13.71,Closed
2010,C01010,2022-04-26,34856,48,14.57,Active
2011,C01011,2021-12-01,14200,36,8.4,Active
2012,C01012,2022-06-26,38997,48,10.94,Closed
2013,C01013,2023-01-29,30611,24,11.93,Active
2014,C01014,2021-04-16,46235,48,17.98,Active
2015,C01015,2022-07-17,40057,36,8.16,Closed
2016,C01016,2021-03-22,6239,24,13.72,Active
2017,C01017,2021-05-13,43138,36,20.94,Closed
2018,C01018,2023-03-08,5125,48,9.57,Active
2019,C01019,2023-06-19,28857,36,15.23,Closed
2020,C01020,2021-05-18,20398,36,19.01,Charged_Off
2021,C01021,2021-07-03,11638,12,21.2,Closed
2022,C01022,2022-02-05,11570,48,18.45,Active
2023,C01023,2021-11-26,8249,48,18.09,Active
2024,C01024,2023-02-24,14110,36,19.57,Active
2025,C01025,2022-05-23,45363,12,14.25,Active
2026,C01026,2023-05-02,18605,48,19.28,Active
2027,C01027,2021-03-10,17115,24,8.11,Closed
2028,C01028,2022-06-30,44062,36,20.94,Active
2029,C01029,2023-02-13,27911,48,14.21,Charged_Off
2030,C01030,2021-02-22,43525,24,15.75,Active
2031,C01031,2022-03-26,37556,48,11.57,Active
2032,C01032,2021-07-24,17595,24,18.4,Active
2033,C01033,2021-05-06,6969,36,9.07,Charged_Off
2034,C01034,2023-01-17,48753,48,20.22,Closed
2035,C01035,2021-02-12,22275,48,19.59,Closed
2036,C01036,2023-01-22,9470,12,11.02,Charged_Off
2037,C01037,2023-06-02,15225,36,19.33,Active
2038,C01038,2021-04-21,47324,24,19.01,Active
2039,C01039,2023-01-31,46974,48,16.85,Active
2040,C01040,2022-10-25,47759,48,13.23,Closed
2041,C01041,2021-07-02,28196,24,11.8,Active
2042,C01042,2023-04-28,45287,36,11.24,Active
