payment_id,loan_id,payment_date,payment_amount,days_past_due,remaining_balance
2103,1290,2022-07-18,461,0,21075
2104,1290,2022-08-17,431,0,20644
2105,1290,2022-09-16,773,0,19871
2106,1290,2022-10-16,1432,0,18439
2107,1291,2021-11-06,574,0,24485
2108,1291,2021-12-06,542,0,23943
2109,1291,2022-01-05,821,0,23122
2110,1291,2022-02-04,1082,0,22040
2111,1291,2022-03-06,509,0,21531
2112,1292,2023-05-17,474,0,40348
2113,1292,2023-06-16,621,0,39727
2114,1292,2023-07-16,354,0,39373
2115,1292,2023-08-15,1479,0,37894
2116,1292,2023-09-14,446,0,37448
2117,1292,2023-10-14,319,60,37129
2118,1292,2023-11-13,1206,5,35923
2119,1292,2023-12-13,700,0,35223
2120,1292,2024-01-12,327,0,34896
2121,1292,2024-02-11,1281,0,33615
2122,1292,2024-03-12,850,0,32765
2123,1292,2024-04-11,595,0,32170
2124,1293,2023-07-03,1318,0,17257
2125,1293,2023-08-02,1413,30,15844
2126,1293,2023-09-01,1011,0,14833
2127,1293,2023-10-01,1038,0,13795
2128,1294,2022-10-02,1323,0,11647
2129,1294,2022-11-01,780,0,10867
2130,1294,2022-12-01,1488,15,9379
2131,1294,2022-12-31,1003,0,8376
2132,1294,2023-01-30,1033,0,7343
2133,1294,2023-03-01,663,0,6680
2134,1294,2023-03-31,859,0,5821
2135,1294,2023-04-30,1173,0,4648
2136,1294,2023-05-30,1298,0,3350
2137,1294,2023-06-29,808,0,2542
2138,1294,2023-07-29,1148,0,1394
2139,1295,2021-08-16,1098,0,38813
2140,1295,2021-09-15,585,5,38228
2141,1295,2021-10-15,1118,0,37110
2142,1295,2021-11-14,1317,0,35793
2143,1296,2022-06-25,885,0,25706
2144,1296,2022-07-25,747,30,24959
2145,1296,2022-08-24,1140,60,23819
2146,1296,2022-09-23,1453,0,22366
2147,1296,2022-10-23,819,0,21547
2148,1296,2022-11-22,922,0,20625
2149,1296,2022-12-22,834,0,19791
2150,1296,2023-01-21,826,0,18965
2151,1296,2023-02-20,1438,0,17527
2152,1296,2023-03-22,804,0,16723
2153,1297,2023-02-21,624,0,36197
2154,1297,2023-03-23,1498,0,34699
2155,1297,2023-04-22,1495,0,33204
2156,1297,2023-05-22,801,0,32403
2157,1297,2023-06-21,583,30,31820
2158,1298,2021-06-23,931,0,13572
2159,1298,2021-07-23,1281,0,12291
2160,1298,2021-08-22,858,0,11433
2161,1298,2021-09-21,457,0,10976
2162,1298,2021-10-21,1188,0,9788
2163,1298,2021-11-20,961,0,8827
2164,1298,2021-12-20,976,0,7851
2165,1298,2022-01-19,857,0,6994
2166,1298,2022-02-18,1370,0,5624
2167,1298,2022-03-20,786,0,4838
2168,1298,2022-04-19,823,0,4015
2169,1298,2022-05-19,1329,0,2686
2170,1299,2022-10-01,884,0,23038
2171,1299,2022-10-31,569,0,22469
2172,1299,2022-11-30,1173,0,21296
2173,1299,2022-12-30,415,0,20881
2174,1299,2023-01-29,840,0,20041
2175,1299,2023-02-28,1090,0,18951
2176,1299,2023-03-30,718,0,18233
2177,1299,2023-04-29,1163,0,17070
2178,1299,2023-05-29,459,0,16611
2179,1299,2023-06-28,523,0,16088
2180,1299,2023-07-28,319,0,15769
2181,1299,2023-08-27,357,0,15412
2182,1300,2021-08-19,914,60,16261
2183,1300,2021-09-18,921,0,15340
2184,1300,2021-10-18,1343,0,13997
2185,1300,2021-11-17,432,0,13565
2186,1300,2021-12-17,1357,0,12208
2187,1301,2021-06-03,891,0,45233
2188,1301,2021-07-03,1401,0,43832
2189,1301,2021-08-02,1312,0,42520
2190,1301,2021-09-01,306,0,42214
2191,1301,2021-10-01,835,60,41379
2192,1301,2021-10-31,515,0,40864
2193,1301,2021-11-30,1377,0,39487
2194,1301,2021-12-30,1147,0,38340
2195,1301,2022-01-29,344,0,37996
2196,1302,2021-08-05,1195,0,25194
2197,1302,2021-09-04,995,0,24199
2198,1302,2021-10-04,617,0,23582
2199,1302,2021-11-03,664,0,22918
2200,1302,2021-12-03,672,0,22246
2201,1302,2022-01-02,544,0,21702
2202,1302,2022-02-01,777,0,20925
2203,1302,2022-03-03,1005,0,19920
2204,1302,2022-04-02,830,0,19090
2205,1302,2022-05-02,553,0,18537
2206,1303,2021-12-22,1360,0,4462
2207,1303,2022-01-21,1336,0,3126
2208,1303,2022-02-20,387,0,2739
2209,1303,2022-03-22,345,60,2394
2210,1303,2022-04-21,1232,0,1162
2211,1303,2022-05-21,1044,0,118
2212,1303,2022-06-20,118,0,0
2213,1304,2022-05-09,1369,0,20958
2214,1304,2022-06-08,857,0,20101
2215,1304,2022-07-08,896,0,19205
2216,1304,2022-08-07,302,0,18903
2217,1304,2022-09-06,456,0,18447
2218,1304,2022-10-06,810,0,17637
2219,1304,2022-11-05,986,0,16651
2220,1304,2022-12-05,870,0,15781
2221,1304,2023-01-04,538,0,15243
2222,1304,2023-02-03,906,0,14337
2223,1305,2022-01-14,661,15,10489
2224,1305,2022-02-13,396,0,10093
2225,1305,2022-03-15,315,0,9778
2226,1306,2023-03-12,1041,0,8384
2227,1306,2023-04-11,1123,0,7261
2228,1306,2023-05-11,717,0,6544
2229,1306,2023-06-10,867,0,5677
2230,1306,2023-07-10,530,0,5147
2231,1306,2023-08-09,1002,0,4145
2232,1306,2023-09-08,1145,15,3000
2233,1306,2023-10-08,320,15,2680
2234,1306,2023-11-07,1197,15,1483
2235,1306,2023-12-07,670,0,813
2236,1307,2022-11-21,439,0,20593
2237,1307,2022-12-21,581,0,20012
2238,1307,2023-01-20,739,5,19273
2239,1307,2023-02-19,1045,0,18228
2240,1307,2023-03-21,1065,0,17163
2241,1307,2023-04-20,1028,30,16135
2242,1307,2023-05-20,1079,0,15056
2243,1307,2023-06-19,1470,0,13586
2244,1307,2023-07-19,900,0,12686
2245,1307,2023-08-18,592,0,12094
2246,1308,2023-03-05,1489,0,5709
2247,1308,2023-04-04,1061,0,4648
2248,1308,2023-05-04,1284,0,3364
2249,1308,2023-06-03,790,0,2574
2250,1308,2023-07-03,1426,0,1148
2251,1308,2023-08-02,874,0,274
2252,1308,2023-09-01,274,0,0
2253,1309,2022-03-09,845,0,24234
2254,1309,2022-04-08,782,0,23452
2255,1309,2022-05-08,642,0,22810
2256,1309,2022-06-07,432,15,22378
2257,1309,2022-07-07,805,0,21573
2258,1309,2022-08-06,1129,0,20444
2259,1309,2022-09-05,1165,0,19279
2260,1309,2022-10-05,592,5,18687
2261,1309,2022-11-04,1493,0,17194
2262,1309,2022-12-04,747,0,16447
2263,1310,2022-01-11,801,0,40419
2264,1310,2022-02-10,1034,0,39385
2265,1310,2022-03-12,549,30,38836
2266,1310,2022-04-11,900,0,37936
2267,1310,2022-05-11,1280,0,36656
2268,1310,2022-06-10,449,0,36207
2269,1310,2022-07-10,879,0,35328
2270,1310,2022-08-09,620,0,34708
2271,1310,2022-09-08,831,0,33877
2272,1311,2022-06-25,551,0,46323
2273,1311,2022-07-25,472,0,45851
2274,1311,2022-08-24,516,0,45335
2275,1311,2022-09-23,310,0,45025
2276,1311,2022-10-23,1335,0,43690
2277,1311,2022-11-22,734,15,42956
2278,1312,2021-06-26,1230,0,17629
2279,1312,2021-07-26,990,0,16639
2280,1312,2021-08-25,1455,0,15184
2281,1312,2021-09-24,1083,0,14101
2282,1313,2021-06-27,920,30,35499
2283,1313,2021-07-27,696,0,34803
2284,1313,2021-08-26,759,0,34044
2285,1313,2021-09-25,1444,5,32600
2286,1313,2021-10-25,1340,0,31260
2287,1313,2021-11-24,804,0,30456
2288,1313,2021-12-24,1392,0,29064
2289,1314,2023-06-13,1017,0,12688
2290,1314,2023-07-13,1292,15,11396
2291,1314,2023-08-12,998,0,10398
2292,1314,2023-09-11,649,0,9749
2293,1314,2023-10-11,706,0,9043
2294,1314,2023-11-10,1410,0,7633
2295,1314,2023-12-10,1278,0,6355
2296,1314,2024-01-09,356,0,5999
2297,1315,2023-01-11,1385,60,46495
2298,1315,2023-02-10,1064,0,45431
2299,1315,2023-03-12,1247,0,44184
2300,1315,2023-04-11,1057,0,43127
2301,1315,2023-05-11,1429,0,41698
2302,1315,2023-06-10,545,0,41153
2303,1315,2023-07-10,1208,0,39945
2304,1315,2023-08-09,1225,0,38720
2305,1315,2023-09-08,1089,0,37631
2306,1315,2023-10-08,471,0,37160
2307,1316,2023-04-30,1349,0,26887
2308,1316,2023-05-30,775,30,26112
2309,1316,2023-06-29,333,15,25779
2310,1316,2023-07-29,1115,0,24664
2311,1316,2023-08-28,1053,0,23611
2312,1316,2023-09-27,1491,0,22120
2313,1316,2023-10-27,380,0,21740
2314,1316,2023-11-26,1169,0,20571
2315,1317,2022-06-03,1106,15,26313
2316,1317,2022-07-03,1283,0,25030
2317,1317,2022-08-02,775,0,24255
2318,1317,2022-09-01,786,0,23469
2319,1317,2022-10-01,1464,15,22005
2320,1317,2022-10-31,1318,0,20687
2321,1317,2022-11-30,589,0,20098
2322,1317,2022-12-30,712,0,19386
2323,1317,2023-01-29,963,0,18423
2324,1318,2022-11-01,1154,0,23824
2325,1318,2022-12-01,669,0,23155
2326,1318,2022-12-31,1125,0,22030
2327,1318,2023-01-30,676,0,21354
2328,1318,2023-03-01,1328,0,20026
2329,1318,2023-03-31,1054,0,18972
2330,1318,2023-04-30,939,0,18033
2331,1318,2023-05-30,1121,0,16912
2332,1318,2023-06-29,659,0,16253
2333,1319,2022-08-04,1380,0,41229
2334,1319,2022-09-03,1218,0,40011
2335,1319,2022-10-03,1485,0,38526
2336,1319,2022-11-02,398,0,38128
2337,1319,2022-12-02,813,15,37315
2338,1319,2023-01-01,664,0,36651
2339,1319,2023-01-31,880,0,35771
2340,1319,2023-03-02,1127,15,34644
2341,1319,2023-04-01,1416,0,33228
2342,1319,2023-05-01,1242,0,31986
2343,1319,2023-05-31,620,0,31366
2344,1320,2022-01-03,361,0,19997
2345,1320,2022-02-02,1254,15,18743
2346,1320,2022-03-04,552,0,18191
2347,1320,2022-04-03,459,0,17732
2348,1320,2022-05-03,504,0,17228
2349,1320,2022-06-02,1157,0,16071
2350,1320,2022-07-02,1020,0,15051
2351,1320,2022-08-01,432,0,14619
2352,1320,2022-08-31,729,0,13890
2353,1320,2022-09-30,1497,0,12393
2354,1321,2023-06-21,1350,0,37827
2355,1321,2023-07-21,1383,0,36444
2356,1321,2023-08-20,1173,30,35271
2357,1321,2023-09-19,669,0,34602
2358,1321,2023-10-19,1425,0,33177
2359,1321,2023-11-18,906,0,32271
2360,1321,2023-12-18,1448,0,30823
2361,1321,2024-01-17,1298,0,29525
2362,1321,2024-02-16,535,0,28990
2363,1321,2024-03-17,1087,0,27903
2364,1321,2024-04-16,1496,0,26407
2365,1321,2024-05-16,858,0,25549
2366,1322,2022-11-02,1447,0,32931
2367,1322,2022-12-02,500,0,32431
2368,1322,2023-01-01,574,0,31857
2369,1323,2023-03-20,1166,0,41168
2370,1323,2023-04-19,678,0,40490
2371,1323,2023-05-19,364,0,40126
2372,1324,2022-05-18,1347,0,15035
2373,1324,2022-06-17,790,0,14245
2374,1324,2022-07-17,1343,0,12902
2375,1324,2022-08-16,1210,0,11692
2376,1324,2022-09-15,435,0,11257
2377,1324,2022-10-15,814,0,10443
2378,1325,2021-06-30,1441,0,18155
2379,1325,2021-07-30,1251,0,16904
2380,1325,2021-08-29,419,0,16485
2381,1325,2021-09-28,1068,0,15417
2382,1325,2021-10-28,346,0,15071
2383,1325,2021-11-27,821,0,14250
2384,1325,2021-12-27,433,0,13817
2385,1325,2022-01-26,735,0,13082
2386,1325,2022-02-25,985,0,12097
2387,1325,2022-03-27,650,5,11447
2388,1325,2022-04-26,1103,0,10344
2389,1326,2022-03-21,800,0,37772
2390,1326,2022-04-20,1409,0,36363
2391,1326,2022-05-20,1249,15,35114
2392,1326,2022-06-19,788,0,34326
2393,1326,2022-07-19,1195,0,33131
2394,1327,2021-11-24,835,0,17386
2395,1327,2021-12-24,1137,0,16249
2396,1327,2022-01-23,920,0,15329
2397,1327,2022-02-22,789,0,14540
2398,1327,2022-03-24,844,0,13696
2399,1327,2022-04-23,1231,5,12465
2400,1327,2022-05-23,958,0,11507
2401,1327,2022-06-22,310,5,11197
2402,1328,2022-10-03,708,0,5571
2403,1328,2022-11-02,1326,0,4245
2404,1328,2022-12-02,1499,0,2746
2405,1328,2023-01-01,771,0,1975
2406,1328,2023-01-31,433,0,1542
2407,1328,2023-03-02,1163,0,379
2408,1328,2023-04-01,379,0,0
2409,1329,2021-10-20,312,0,11771
2410,1329,2021-11-19,858,0,10913
2411,1329,2021-12-19,704,0,10209
2412,1329,2022-01-18,458,0,9751
2413,1330,2023-03-05,1284,0,47577
2414,1330,2023-04-04,578,0,46999
2415,1330,2023-05-04,730,0,46269
2416,1330,2023-06-03,1413,0,44856
2417,1330,2023-07-03,659,0,44197
2418,1330,2023-08-02,1338,0,42859
2419,1330,2023-09-01,1077,0,41782
2420,1331,2021-06-23,1451,0,21320
2421,1331,2021-07-23,624,0,20696
2422,1331,2021-08-22,1373,0,19323
2423,1332,2022-01-11,690,0,34285
2424,1332,2022-02-10,1145,0,33140
2425,1332,2022-03-12,431,0,32709
2426,1332,2022-04-11,572,0,32137
2427,1332,2022-05-11,783,15,31354
2428,1332,2022-06-10,1371,0,29983
2429,1332,2022-07-10,335,0,29648
2430,1333,2022-10-16,343,0,23720
2431,1333,2022-11-15,1039,0,22681
2432,1333,2022-12-15,696,0,21985
2433,1333,2023-01-14,765,0,21220
2434,1333,2023-02-13,1146,0,20074
2435,1333,2023-03-15,368,5,19706
2436,1334,2022-08-25,366,15,6740
2437,1334,2022-09-24,783,0,5957
2438,1334,2022-10-24,1482,0,4475
2439,1334,2022-11-23,1286,0,3189
2440,1334,2022-12-23,1424,0,1765
2441,1334,2023-01-22,581,0,1184
2442,1334,2023-02-21,828,0,356
2443,1334,2023-03-23,356,0,0
2444,1335,2023-06-30,694,0,28863
2445,1335,2023-07-30,1109,0,27754
2446,1335,2023-08-29,992,0,26762
2447,1335,2023-09-28,1331,0,25431
2448,1335,2023-10-28,838,0,24593
2449,1335,2023-11-27,1414,5,23179
2450,1335,2023-12-27,1328,0,21851
2451,1335,2024-01-26,1441,15,20410
2452,1336,2021-02-01,414,0,25193
2453,1336,2021-03-03,506,0,24687
2454,1336,2021-04-02,411,15,24276
2455,1336,2021-05-02,484,0,23792
2456,1336,2021-06-01,520,0,23272
2457,1336,2021-07-01,1440,0,21832
2458,1336,2021-07-31,1393,0,20439
2459,1336,2021-08-30,943,0,19496
2460,1337,2023-07-16,1460,0,41139
2461,1337,2023-08-15,517,0,40622
2462,1337,2023-09-14,911,5,39711
2463,1337,2023-10-14,356,0,39355
2464,1337,2023-11-13,443,0,38912
2465,1337,2023-12-13,517,0,38395
2466,1337,2024-01-12,1479,0,36916
2467,1337,2024-02-11,1140,0,35776
2468,1337,2024-03-12,1175,0,34601
2469,1337,2024-04-11,1061,0,33540
2470,1337,2024-05-11,1222,0,32318
2471,1338,2021-11-30,1105,0,32424
2472,1338,2021-12-30,1063,0,31361
2473,1338,2022-01-29,733,0,30628
2474,1338,2022-02-28,1209,0,29419
2475,1338,2022-03-30,405,0,29014
2476,1338,2022-04-29,467,5,28547
2477,1338,2022-05-29,403,5,28144
2478,1338,2022-06-28,819,0,27325
2479,1338,2022-07-28,1366,0,25959
2480,1338,2022-08-27,1048,0,24911
2481,1338,2022-09-26,348,0,24563
2482,1339,2021-10-11,802,0,40152
2483,1339,2021-11-10,1285,0,38867
2484,1339,2021-12-10,366,0,38501
2485,1339,2022-01-09,1266,0,37235
2486,1339,2022-02-08,912,0,36323
2487,1339,2022-03-10,996,0,35327
2488,1339,2022-04-09,658,0,34669
2489,1339,2022-05-09,1249,0,33420
2490,1339,2022-06-08,1411,0,32009
2491,1339,2022-07-08,1022,0,30987
2492,1339,2022-08-07,1070,0,29917
2493,1340,2022-11-13,1226,0,31630
2494,1340,2022-12-13,769,0,30861
2495,1340,2023-01-12,609,0,30252
2496,1341,2022-04-28,1301,0,6272
2497,1341,2022-05-28,568,0,5704
2498,1341,2022-06-27,315,0,5389
2499,1342,2021-03-08,1112,0,16696
2500,1342,2021-04-07,781,0,15915
2501,1342,2021-05-07,568,15,15347
2502,1342,2021-06-06,615,0,14732
2503,1342,2021-07-06,1307,0,13425
2504,1342,2021-08-05,688,0,12737
2505,1342,2021-09-04,1298,0,11439
2506,1342,2021-10-04,996,0,10443
2507,1343,2021-07-09,667,0,39700
2508,1343,2021-08-08,603,0,39097
2509,1343,2021-09-07,1115,0,37982
2510,1344,2021-02-08,1229,0,40572
2511,1344,2021-03-10,1243,0,39329
2512,1344,2021-04-09,312,0,39017
2513,1344,2021-05-09,459,0,38558
2514,1344,2021-06-08,480,0,38078
2515,1344,2021-07-08,676,0,37402
2516,1344,2021-08-07,1491,0,35911
2517,1344,2021-09-06,315,0,35596
2518,1345,2021-09-20,330,5,45866
2519,1345,2021-10-20,588,0,45278
2520,1345,2021-11-19,847,0,44431
2521,1345,2021-12-19,1157,0,43274
2522,1345,2022-01-18,820,0,42454
2523,1345,2022-02-17,303,0,42151
2524,1345,2022-03-19,315,0,41836
2525,1345,2022-04-18,1255,15,40581
2526,1345,2022-05-18,562,5,40019
2527,1345,2022-06-17,564,0,39455
2528,1345,2022-07-17,677,0,38778
2529,1345,2022-08-16,1475,0,37303
2530,1346,2021-05-09,1486,0,37586
2531,1346,2021-06-08,315,0,37271
2532,1346,2021-07-08,1167,0,36104
2533,1346,2021-08-07,1283,0,34821
2534,1346,2021-09-06,305,0,34516
2535,1346,2021-10-06,1106,0,33410
2536,1346,2021-11-05,918,30,32492
2537,1346,2021-12-05,704,0,31788
2538,1346,2022-01-04,893,30,30895
2539,1346,2022-02-03,311,0,30584
2540,1346,2022-03-05,1177,0,29407
2541,1347,2022-11-20,377,0,28375
2542,1347,2022-12-20,913,0,27462
2543,1347,2023-01-19,1111,0,26351
2544,1347,2023-02-18,1400,0,24951
2545,1347,2023-03-20,381,0,24570
2546,1347,2023-04-19,508,0,24062
2547,1347,2023-05-19,821,0,23241
2548,1347,2023-06-18,1293,0,21948
2549,1347,2023-07-18,927,0,21021
2550,1348,2023-04-26,1259,0,21426
2551,1348,2023-05-26,1376,0,20050
2552,1348,2023-06-25,855,0,19195
2553,1348,2023-07-25,1124,15,18071
2554,1348,2023-08-24,1282,30,16789
2555,1348,2023-09-23,792,0,15997
2556,1348,2023-10-23,374,0,15623
2557,1348,2023-11-22,670,0,14953
2558,1348,2023-12-22,889,0,14064
2559,1349,2021-08-26,603,0,45798
2560,1349,2021-09-25,1278,0,44520
2561,1349,2021-10-25,674,0,43846
2562,1349,2021-11-24,487,0,43359
2563,1349,2021-12-24,1409,0,41950
2564,1349,2022-01-23,1143,30,40807
2565,1349,2022-02-22,1370,0,39437
2566,1349,2022-03-24,774,0,38663
2567,1349,2022-04-23,1389,0,37274
2568,1350,2021-06-10,725,0,15647
2569,1350,2021-07-10,432,0,15215
2570,1350,2021-08-09,613,0,14602
2571,1351,2022-03-10,1308,0,12688
2572,1351,2022-04-09,960,0,11728
2573,1351,2022-05-09,1047,0,10681
2574,1351,2022-06-08,709,5,9972
2575,1351,2022-07-08,979,0,8993
2576,1351,2022-08-07,413,5,8580
2577,1351,2022-09-06,1378,0,7202
2578,1351,2022-10-06,983,0,6219
2579,1351,2022-11-05,445,0,5774
2580,1351,2022-12-05,1333,0,4441
2581,1352,2021-07-01,1457,0,20001
2582,1352,2021-07-31,470,0,19531
2583,1352,2021-08-30,326,0,19205
2584,1352,2021-09-29,1089,0,18116
2585,1352,2021-10-29,1432,0,16684
2586,1352,2021-11-28,979,0,15705
2587,1352,2021-12-28,1085,0,14620
2588,1353,2021-03-25,677,0,36212
2589,1353,2021-04-24,1205,0,35007
2590,1353,2021-05-24,952,15,34055
2591,1353,2021-06-23,495,0,33560
2592,1353,2021-07-23,1192,0,32368
2593,1353,2021-08-22,1384,0,30984
2594,1353,2021-09-21,1146,0,29838
2595,1353,2021-10-21,863,0,28975
2596,1353,2021-11-20,1317,5,27658
2597,1354,2021-05-30,1095,0,30570
2598,1354,2021-06-29,1350,60,29220
2599,1354,2021-07-29,1148,0,28072
2600,1354,2021-08-28,1385,15,26687
2601,1354,2021-09-27,932,15,25755
2602,1354,2021-10-27,905,0,24850
2603,1354,2021-11-26,1444,0,23406
2604,1354,2021-12-26,1198,0,22208
2605,1354,2022-01-25,1086,0,21122
2606,1354,2022-02-24,1281,0,19841
2607,1355,2022-12-04,472,30,42771
2608,1355,2023-01-03,363,0,42408
2609,1355,2023-02-02,1274,0,41134
2610,1355,2023-03-04,757,0,40377
2611,1355,2023-04-03,1278,0,39099
2612,1355,2023-05-03,579,0,38520
2613,1356,2022-10-20,501,0,36152
2614,1356,2022-11-19,1472,0,34680
2615,1356,2022-12-19,334,0,34346
2616,1356,2023-01-18,1074,0,33272
2617,1356,2023-02-17,1090,0,32182
2618,1356,2023-03-19,375,0,31807
2619,1356,2023-04-18,416,15,31391
2620,1356,2023-05-18,1498,15,29893
2621,1356,2023-06-17,1063,15,28830
2622,1356,2023-07-17,1344,0,27486
2623,1357,2022-09-09,796,0,30861
2624,1357,2022-10-09,343,0,30518
2625,1357,2022-11-08,904,0,29614
2626,1357,2022-12-08,753,0,28861
2627,1357,2023-01-07,806,0,28055
2628,1357,2023-02-06,320,0,27735
2629,1358,2022-10-17,919,0,44033
2630,1358,2022-11-16,1394,0,42639
2631,1358,2022-12-16,636,0,42003
2632,1358,2023-01-15,1209,0,40794
2633,1359,2022-03-26,1277,0,25903
2634,1359,2022-04-25,474,0,25429
2635,1359,2022-05-25,540,0,24889
2636,1359,2022-06-24,1024,0,23865
2637,1359,2022-07-24,990,0,22875
2638,1360,2022-03-28,1046,0,35850
2639,1360,2022-04-27,794,0,35056
2640,1360,2022-05-27,927,0,34129
2641,1360,2022-06-26,1320,0,32809
2642,1360,2022-07-26,345,15,32464
2643,1360,2022-08-25,309,0,32155
2644,1361,2021-05-14,948,0,16927
2645,1361,2021-06-13,939,0,15988
2646,1361,2021-07-13,1208,0,14780
2647,1361,2021-08-12,1329,0,13451
2648,1362,2023-06-01,626,0,5996
2649,1362,2023-07-01,694,0,5302
2650,1362,2023-07-31,1048,0,4254
2651,1362,2023-08-30,349,0,3905
2652,1362,2023-09-29,677,0,3228
2653,1362,2023-10-29,1299,0,1929
2654,1363,2021-10-11,1467,0,44342
2655,1363,2021-11-10,1398,0,42944
2656,1363,2021-12-10,1047,0,41897
2657,1363,2022-01-09,574,0,41323
2658,1363,2022-02-08,514,0,40809
2659,1363,2022-03-10,628,0,40181
2660,1363,2022-04-09,425,0,39756
2661,1363,2022-05-09,1495,0,38261
2662,1364,2021-09-14,1131,0,20594
2663,1364,2021-10-14,810,0,19784
2664,1364,2021-11-13,631,0,19153
2665,1364,2021-12-13,1199,0,17954
2666,1364,2022-01-12,933,0,17021
2667,1364,2022-02-11,495,60,16526
2668,1364,2022-03-13,757,0,15769
2669,1365,2021-05-22,308,0,45452
2670,1365,2021-06-21,1382,0,44070
2671,1365,2021-07-21,1442,15,42628
2672,1366,2022-06-24,630,0,20016
2673,1366,2022-07-24,779,0,19237
2674,1366,2022-08-23,1215,0,18022
2675,1366,2022-09-22,883,0,17139
2676,1367,2022-05-18,1124,0,20905
2677,1367,2022-06-17,931,0,19974
2678,1367,2022-07-17,509,0,19465
2679,1367,2022-08-16,1426,0,18039
2680,1368,2021-05-09,727,0,33675
2681,1368,2021-06-08,1215,15,32460
2682,1368,2021-07-08,647,0,31813
2683,1368,2021-08-07,1428,0,30385
2684,1368,2021-09-06,1350,0,29035
2685,1368,2021-10-06,1316,0,27719
2686,1369,2021-07-02,465,5,8798
2687,1369,2021-08-01,1319,0,7479
2688,1369,2021-08-31,362,0,7117
2689,1369,2021-09-30,521,30,6596
2690,1370,2023-06-10,516,0,35471
2691,1370,2023-07-10,1294,0,34177
2692,1370,2023-08-09,1464,60,32713
2693,1370,2023-09-08,1380,0,31333
2694,1371,2023-07-15,939,30,12707
2695,1371,2023-08-14,514,0,12193
2696,1371,2023-09-13,389,0,11804
2697,1371,2023-10-13,1402,0,10402
2698,1372,2023-06-27,1193,0,31336
2699,1372,2023-07-27,702,30,30634
2700,1372,2023-08-26,1495,0,29139
2701,1372,2023-09-25,1260,0,27879
2702,1372,2023-10-25,1379,0,26500
2703,1372,2023-11-24,583,0,25917
2704,1372,2023-12-24,917,15,25000
2705,1372,2024-01-23,911,0,24089
2706,1372,2024-02-22,699,0,23390
2707,1372,2024-03-23,385,0,23005
2708,1372,2024-04-22,635,5,22370
2709,1372,2024-05-22,473,0,21897
2710,1373,2022-01-03,375,0,16289
2711,1373,2022-02-02,1404,0,14885
2712,1373,2022-03-04,996,0,13889
2713,1373,2022-04-03,1394,15,12495
2714,1373,2022-05-03,965,0,11530
2715,1373,2022-06-02,1394,0,10136
2716,1373,2022-07-02,448,0,9688
2717,1374,2023-01-06,1176,0,39561
2718,1374,2023-02-05,1168,0,38393
2719,1374,2023-03-07,1323,15,37070
2720,1374,2023-04-06,543,30,36527
2721,1374,2023-05-06,1426,0,35101
2722,1374,2023-06-05,696,0,34405
2723,1374,2023-07-05,1159,0,33246
2724,1374,2023-08-04,1406,0,31840
2725,1374,2023-09-03,1005,0,30835
2726,1374,2023-10-03,514,0,30321
2727,1375,2023-05-02,643,0,40153
2728,1375,2023-06-01,764,0,39389
2729,1375,2023-07-01,1425,0,37964
2730,1375,2023-07-31,624,0,37340
2731,1375,2023-08-30,990,0,36350
2732,1375,2023-09-29,773,0,35577
2733,1375,2023-10-29,362,0,35215
2734,1375,2023-11-28,603,0,34612
2735,1375,2023-12-28,633,60,33979
2736,1375,2024-01-27,710,0,33269
2737,1375,2024-02-26,379,0,32890
2738,1375,2024-03-27,1400,0,31490
2739,1376,2021-07-12,376,0,28651
2740,1376,2021-08-11,1332,0,27319
2741,1376,2021-09-10,544,15,26775
2742,1376,2021-10-10,331,0,26444
2743,1376,2021-11-09,1061,15,25383
2744,1376,2021-12-09,1129,0,24254
2745,1376,2022-01-08,1379,0,22875
2746,1376,2022-02-07,763,0,22112
2747,1376,2022-03-09,1278,0,20834
2748,1376,2022-04-08,997,15,19837
2749,1376,2022-05-08,833,15,19004
2750,1377,2023-01-20,504,5,33869
2751,1377,2023-02-19,1164,0,32705
2752,1377,2023-03-21,1158,0,31547
2753,1377,2023-04-20,653,60,30894
2754,1378,2022-12-12,1226,0,40171
2755,1378,2023-01-11,1484,0,38687
2756,1378,2023-02-10,1451,5,37236
2757,1378,2023-03-12,743,0,36493
2758,1378,2023-04-11,762,0,35731
2759,1378,2023-05-11,772,0,34959
2760,1378,2023-06-10,1362,0,33597
2761,1378,2023-07-10,889,15,32708
2762,1378,2023-08-09,1439,0,31269
2763,1378,2023-09-08,634,0,30635
2764,1378,2023-10-08,1391,0,29244
2765,1379,2021-07-10,685,0,24924
2766,1379,2021-08-09,1417,0,23507
2767,1379,2021-09-08,1370,0,22137
2768,1379,2021-10-08,1173,0,20964
2769,1380,2022-09-02,501,0,40334
2770,1380,2022-10-02,596,0,39738
2771,1380,2022-11-01,792,0,38946
2772,1380,2022-12-01,1222,0,37724
2773,1380,2022-12-31,1389,0,36335
2774,1380,2023-01-30,1261,0,35074
2775,1381,2023-04-11,925,0,42784
2776,1381,2023-05-11,1238,0,41546
2777,1381,2023-06-10,314,0,41232
2778,1381,2023-07-10,498,0,40734
2779,1381,2023-08-09,334,0,40400
2780,1381,2023-09-08,1281,30,39119
2781,1381,2023-10-08,770,0,38349
2782,1382,2022-03-04,1151,0,23099
2783,1382,2022-04-03,993,15,22106
2784,1382,2022-05-03,446,0,21660
2785,1382,2022-06-02,974,0,20686
2786,1382,2022-07-02,1259,0,19427
